2025-10-24,12,124
2025-10-25,0,125
2025-10-26,12,126
2025-10-27,0,127
2025-10-28,0,128
2025-10-29,12,129
2025-10-30,0,130
2025-10-31,12,131
2025-11-01,0,132
2025-11-02,24,133
2025-11-03,20,134
2025-11-04,0,135
2025-11-05,0,136
2025-11-06,0,137
2025-11-07,24,138
2025-11-08,0,139
2025-11-09,20,140
2025-11-10,0,141
2025-11-11,12,142
2025-11-12,0,143
2025-11-13,20,144
2025-11-14,0,145
2025-11-15,12,146
2025-11-16,0,147
2025-11-17,12,148
2025-11-18,25,149
2025-11-19,0,150
2025-11-20,0,151
2025-11-21,0,152
2025-11-22,12,153
2025-11-23,12,154
2025-11-24,0,155
2025-11-25,0,156
2025-11-26,24,157
2025-11-27,0,158
2025-11-28,0,159
2025-11-29,0,160
2025-11-30,0,161
2025-12-01,0,162
2025-12-02,0,163
2025-12-03,0,164
2025-12-04,0,165
2025-12-05,0,166
2025-12-06,20,167
2025-12-07,0,168
2025-12-08,0,169
2025-12-09,0,170
2025-12-10,25,171
2025-12-11,0,172
2025-12-12,0,173
2025-12-13,24,174
2025-12-14,25,175
2025-12-15,0,176
2025-12-16,0,177
2025-12-21,0,182
2025-12-22,12,183
2025-12-23,0,184
2025-12-24,0,185
2025-12-25,15,186
2025-12-26,0,187
2025-12-27,0,188
2025-12-28,0,189
2025-12-29,0,190
2025-12-18,0,179
2025-12-19,12,180
2025-12-20,20,181
2025-12-17,12,178
2025-12-30,24,191
2025-12-31,0,192
2026-01-01,0,193
2026-01-02,12,194
2026-01-03,0,195
2026-01-04,0,196
2026-01-05,0,197
2026-01-06,0,198
2026-01-07,12,199
2026-01-08,0,200
2026-01-09,0,201
2026-01-10,40,202
2026-01-11,0,203
2026-01-12,0,204
2026-01-13,12,205
2026-01-14,0,206
2026-01-15,0,207
2026-01-16,30,208
2026-01-17,0,209
2026-01-18,45,210
2026-01-19,0,211
2026-01-20,0,212
2026-01-21,0,213
2026-01-22,0,214
2026-01-23,30,215
2026-01-24,0,216
2026-01-25,0,217
2026-01-26,20,218
2026-01-27,25,219
2026-01-28,0,220
2026-01-29,0,221
2026-01-30,0,222
2026-01-31,40,223
2026-02-01,15,224
2026-02-02,12,225
2026-02-03,25,226
2026-02-04,0,227
2026-02-05,24,228
2026-02-06,30,229
2026-02-07,0,230
2026-02-08,0,231
2026-02-09,12,232
2026-02-10,20,233
2026-02-11,20,234
2026-02-12,12,235
2026-02-13,0,236
2026-02-14,15,237
2026-02-15,0,238
2026-02-16,0,239
2026-02-17,12,240
2026-02-18,0,241
2026-02-19,0,242
2026-02-20,12,243
2026-02-21,13,244
2026-02-22,40,245
2026-02-23,0,246
2026-02-24,0,247
2026-02-25,0,248
2026-02-26,0,249
2026-02-27,10,250
2026-02-28,0,251
2026-03-01,12,252
2026-03-02,0,253
2026-03-03,0,254
2026-03-04,0,255
2026-03-05,0,256
2026-03-06,0,257
2026-03-07,30,258
2026-03-08,36,259
2026-03-09,0,260
